sym,entry,exit,qty,cost,pnl,reason,topups
FXI,2014-08-18,2014-09-11,24,448.0918932813649,2.229159997827935,stop,0
IWM,2014-09-11,2014-09-22,8,493.0715639227267,-24.334589736295584,stop,0
QQQ,2014-08-06,2014-10-01,9,462.75759328812063,29.104817976143465,stop,0
EWJ,2014-09-05,2014-10-01,19,442.6914906974964,-8.23007104928837,stop,0
FXI,2014-09-26,2014-10-02,27,491.05905250136925,-25.645139748735232,stop,0
UNG,2014-09-16,2014-10-08,2,430.4479823561756,-22.318764793848345,stop,0
DBB,2014-09-19,2014-10-15,58,508.36007097293077,-12.09646735245633,stop,0
TLT,2014-09-23,2014-10-16,9,456.32472030112297,39.05913384835668,stop,0
DBA,2014-10-06,2014-10-20,35,497.38407085698657,-20.249185869917028,stop,0
EWJ,2014-10-31,2014-11-04,20,484.24280123532424,-19.196635035756117,stop,0
UNG,2014-11-04,2014-11-11,2,437.43401414105426,-1.1258791898815161,stop,0
UNG,2014-11-21,2014-12-01,2,462.1527674452018,-52.3295551575402,stop,0
VNQ,2014-10-23,2014-12-09,16,483.8489035840169,25.919254356072543,stop,0
FXI,2014-11-28,2014-12-09,26,508.9459821442841,-11.05696275921889,stop,0
SPY,2014-12-11,2014-12-15,4,429.2441489429323,-12.919822613815029,stop,0
QQQ,2014-10-24,2014-12-16,8,450.84495767504876,15.074146344861958,stop,0
TLT,2014-10-27,2014-12-24,9,483.03717683441243,28.28585392548581,stop,0
IWM,2014-10-28,2015-01-06,8,487.869934626341,29.296417108971582,stop,0
GLD,2015-01-15,2015-01-29,6,480.7821702950213,-3.402016577016866,stop,0
FXI,2014-12-19,2015-01-30,25,491.8773397753816,25.801428457467807,stop,0
VNQ,2014-12-19,2015-02-02,15,494.9505807442486,45.95059004892511,stop,0
TLT,2015-01-05,2015-02-04,8,492.8270484642832,13.165483890394398,stop,0
IEF,2015-02-03,2015-02-11,9,501.3634139528194,-16.810578225740073,stop,0
FXI,2015-02-11,2015-03-05,16,338.5827891928783,-8.671904691825034,stop,0
EWJ,2015-01-29,2015-04-01,20,501.4921133238863,35.88764435653786,stop,0
VNQ,2015-03-18,2015-04-09,14,506.00357874917376,-4.004344388191782,stop,0
FXI,2015-04-06,2015-04-17,22,521.9115368977093,29.31236664844687,stop,0
TLT,2015-03-17,2015-04-22,8,510.2875699459675,-19.52138313888298,stop,0
EWJ,2015-04-13,2015-04-30,18,513.2950541702841,-27.90268604750696,stop,1
TIP,2015-03-18,2015-05-01,9,497.2860362014515,-10.095370201675905,stop,0
IWM,2015-02-04,2015-05-05,7,472.3934018594939,4.582408900135192,stop,0
EEM,2015-04-13,2015-05-06,23,522.7389726968365,-24.6187443426071,stop,1
FXI,2015-04-27,2015-05-06,19,500.38209340471303,-36.21662923530516,stop,1
DBB,2015-05-04,2015-05-11,57,515.6053796829995,-25.714686212535298,stop,0
FXI,2015-05-19,2015-05-28,19,479.76636247337944,-15.783363700845939,stop,1
EEM,2015-05-19,2015-05-28,15,324.9293477560177,-11.659014577205767,stop,0
EWJ,2015-05-12,2015-06-08,13,347.3064654553575,0.12725237266556633,stop,0
FXI,2015-06-08,2015-06-16,20,491.5685703093176,-40.88082347581593,stop,1
IWM,2015-05-18,2015-06-29,7,490.35272052541336,-14.833707432108099,stop,1
EWJ,2015-06-19,2015-06-29,18,470.54364140015105,-1.910657772342688,stop,0
FXI,2015-06-26,2015-07-06,21,471.7586128605501,-23.331052087343778,stop,1
TLT,2015-06-19,2015-07-10,8,440.3555607290112,-5.931364858733389,stop,0
IEF,2015-07-02,2015-07-10,9,470.24012568382466,-3.919034250684888,stop,0
IWM,2015-07-13,2015-07-24,6,424.0908794462255,-18.638066608899237,stop,0
QQQ,2015-02-03,2015-08-12,8,501.04525508942555,10.088000955410337,stop,0
EWJ,2015-07-17,2015-08-12,18,487.79355265922,-16.74144697467233,stop,1
SPY,2015-02-06,2015-08-20,3,337.0119090190315,-14.322838577196535,stop,0
VNQ,2015-07-07,2015-08-24,14,456.2549701853553,-27.514864765721143,stop,0
TLT,2015-07-21,2015-08-25,8,449.7703056572434,12.08002586457178,stop,0
EMB,2015-09-17,2015-09-23,11,453.2073966223886,-1.847044528190736,stop,0
TLT,2015-09-04,2015-11-03,7,418.57639158907,-16.388137853314106,stop,0
VNQ,2015-09-23,2015-11-09,14,454.8686673882383,9.532475794015966,stop,0
FXI,2015-10-23,2015-11-09,23,465.6938795504942,-26.11906081897672,stop,0
SPY,2015-11-02,2015-11-12,4,460.3057363677346,-10.290091683454477,stop,0
SPY,2015-11-27,2015-12-03,2,236.40311536632487,-12.26593318287027,stop,0
TLT,2015-12-01,2015-12-03,7,424.23690319437827,-16.250463361662753,stop,0
EMB,2015-10-09,2015-12-04,11,462.11412780904385,-2.668751215151019,stop,0
EWJ,2015-11-06,2015-12-08,12,322.0197575153629,-10.394874110517947,stop,0
IWM,2015-11-18,2015-12-08,6,409.39427683192787,-13.023790730070289,stop,1
QQQ,2015-09-22,2016-01-04,7,440.89744490869094,34.05735803651288,stop,0
SPY,2015-12-14,2016-01-04,4,452.05692812658907,3.6630974247872246,stop,0
EWJ,2015-12-18,2016-01-04,17,448.7945347560915,-5.001579053071907,stop,0
TLT,2015-12-17,2016-02-12,7,428.41579874367335,38.60009754207266,stop,0
TLT,2016-02-22,2016-03-01,6,415.01578080720276,-6.9212434902970585,stop,0
GLD,2016-02-11,2016-03-23,5,414.1611408125767,-3.7325840571409685,stop,0
VNQ,2016-04-07,2016-04-11,11,434.57521645406615,-8.477148046005595,stop,0
TLT,2016-03-29,2016-04-21,6,409.4271671197069,-11.615951748840018,stop,0
QQQ,2016-04-06,2016-04-27,6,440.02871406316376,-31.49079573763487,stop,0
SPY,2016-03-22,2016-05-06,3,369.0098784114304,-12.318065375653532,stop,0
SLV,2016-04-18,2016-05-09,42,456.62924480397817,14.09041285886974,stop,0
VNQ,2016-04-26,2016-05-17,12,457.33320074341793,0.48819305852646266,stop,0
GLD,2016-04-12,2016-05-19,5,423.52051574847275,-19.250962790548897,stop,0
SPY,2016-05-25,2016-06-16,3,364.89736611122066,1.0009533052572124,stop,0
QQQ,2016-05-31,2016-06-16,6,427.7979043311639,-10.413730823412209,stop,0
TLT,2016-05-13,2016-06-20,6,415.480691102903,-8.967365595493902,stop,0
DBA,2016-06-08,2016-06-21,33,451.88762026896114,-24.401390771956585,stop,0
GLD,2016-06-13,2016-06-21,3,260.815352966121,-14.511422194133075,stop,0
GLD,2016-07-01,2016-07-14,4,390.36320809825844,-15.394427533677913,stop,0
TLT,2016-06-30,2016-07-15,6,471.5126225918288,-0.6326493184277524,stop,0
SLV,2016-06-08,2016-07-20,40,450.0320257585003,106.42727650107673,stop,0
VNQ,2016-05-27,2016-08-16,11,422.699232229271,80.27231619095863,stop,0
SLV,2016-08-18,2016-08-24,22,316.81208323839894,-24.36728443549231,stop,0
GLD,2016-07-25,2016-08-25,4,385.1921581162431,-6.411852616489455,stop,0
DBA,2016-08-22,2016-08-29,23,318.68347618250186,-13.906281014485103,stop,0
DBB,2016-07-25,2016-09-09,54,468.4929184075739,-20.566696578976632,stop,0
TLT,2016-07-26,2016-09-09,5,399.6726898836611,-17.186709631908627,stop,0
EWJ,2016-08-29,2016-09-09,15,466.18991846254596,-10.502447670354798,stop,1
QQQ,2016-07-20,2016-09-12,5,403.22285839706643,-9.451049260284606,stop,0
FXI,2016-08-26,2016-09-12,20,448.6117645080957,-9.913302300602425,stop,1
EWJ,2016-09-20,2016-09-26,14,437.90015706322566,1.3013150267954074,stop,0
SLV,2016-09-13,2016-09-27,33,451.7782330200121,1.7322859913363686,stop,0
GLD,2016-09-13,2016-10-03,4,384.5144784718011,1.2560578438756806,stop,0
VNQ,2016-09-20,2016-10-03,10,449.7782251855501,-3.838835670472861,stop,0
DBB,2016-09-19,2016-10-11,52,453.2343016009488,32.16786472611216,stop,1
FXI,2016-09-29,2016-10-13,19,439.74569926052726,7.8328364052295,stop,0
IWM,2016-07-22,2016-10-26,5,407.3284664294242,19.89377711373436,stop,0
EMB,2016-09-28,2016-10-27,7,392.44272129535744,14.584346390815483,stop,0
SPY,2016-07-15,2016-11-01,3,422.02649501913373,16.520646122694302,stop,0
QQQ,2016-10-05,2016-11-01,5,438.52991238459776,-0.6060989128412189,stop,0
EEM,2016-10-13,2016-11-03,19,466.27201091581776,-26.484150513973532,stop,1
SLV,2016-11-02,2016-11-11,32,460.2025147724594,-29.265527949154034,stop,0
CPER,2016-11-07,2016-11-14,37,455.9042537316442,40.7409029093327,stop,0
DBB,2016-10-24,2016-11-15,51,473.5377928115629,30.690010678223416,stop,0
CPER,2016-11-25,2016-11-29,33,469.2919303702338,-18.109807281857798,stop,0
DBB,2016-11-25,2016-11-29,44,473.9677824049765,-24.63382203627981,stop,0
FXI,2016-12-01,2016-12-14,19,449.16616762900185,-22.67096119274362,stop,0
UNG,2016-12-01,2016-12-15,4,453.75907997045476,-10.862518695767335,stop,0
DJP,2016-11-30,2016-12-19,24,457.28754197984955,-2.1872172377269408,stop,0
CPER,2016-12-16,2016-12-28,23,308.80255600517125,-7.072970637123035,stop,0
EWJ,2016-10-10,2016-12-29,13,434.011625178989,-7.421803391482172,stop,0
DJP,2016-12-30,2017-01-30,16,317.9645663701017,-12.508555093200926,stop,0
CPER,2017-02-01,2017-02-23,21,296.6149932653149,-5.965594002846217,stop,0
SLV,2017-02-27,2017-03-02,22,308.73155069039234,-10.112655488475013,stop,0
DBB,2016-12-16,2017-03-07,46,471.1864662244209,20.743161538055347,stop,1
USO,2016-12-21,2017-03-08,6,448.0002590558224,-16.48321930338642,stop,0
VNQ,2017-01-04,2017-03-08,9,427.6998499046691,-9.997812556365773,stop,0
IWM,2016-11-09,2017-03-09,5,439.1813162455165,51.05358653802648,stop,0
SPY,2016-11-14,2017-03-22,3,448.85848863977577,32.4092925687994,stop,0
FXI,2017-03-06,2017-03-30,19,477.01864929439336,-8.324202243212994,stop,1
EWJ,2017-03-10,2017-03-31,13,459.48685288492334,-22.407692873292774,stop,1
DBB,2017-03-24,2017-04-03,42,461.7293711115387,-15.516566905008574,stop,0
EEM,2017-03-09,2017-04-10,12,304.66765574976466,-0.2852523214739904,stop,0
SLV,2017-04-03,2017-04-10,33,459.1016351163563,-14.877714008928194,stop,0
CPER,2017-04-05,2017-04-12,33,468.72954217702977,-31.240478904563417,stop,1
GLD,2017-03-22,2017-04-19,4,384.10859474807665,-11.854573333928954,stop,0
SLV,2017-04-20,2017-04-26,33,442.6802114833095,-24.474603759360548,stop,0
VNQ,2017-04-10,2017-04-28,9,427.8302367824332,-29.312894492262444,stop,0
FXI,2017-04-12,2017-05-04,18,444.6189777529702,-26.97080567418135,stop,0
QQQ,2016-11-21,2017-05-17,5,455.2956347358098,34.25663506544521,stop,1
IWM,2017-04-20,2017-05-17,3,289.3288994673898,-12.382471171292252,stop,0
UNG,2017-05-12,2017-05-17,4,394.4606196457726,-35.5008527740394,stop,0
EEM,2017-04-28,2017-05-18,17,438.64120465614127,-15.180597541577868,stop,1
VGK,2017-03-10,2017-06-12,15,464.48302933778496,21.555789525951013,stop,1
GLD,2017-05-26,2017-06-12,4,379.78573073844893,-2.8907342342204174,stop,0
SLV,2017-06-06,2017-06-12,33,431.74138425190745,-15.121115887256963,stop,0
EWJ,2017-04-24,2017-06-15,12,406.20966254552275,10.201847766402807,stop,0
FXI,2017-05-15,2017-06-15,17,421.3616560099576,-3.928284651276556,stop,0
CPER,2017-06-09,2017-06-23,22,297.8282597606435,-22.81183989642085,stop,0
QQQ,2017-06-16,2017-06-28,4,417.73005802605326,-19.655854246279603,stop,1
SPY,2017-05-19,2017-06-29,1,161.29192784857716,-3.8485759862605278,stop,0
EWJ,2017-06-26,2017-07-06,12,429.366067315396,-22.768168918581523,stop,1
IWM,2017-06-14,2017-08-03,4,399.1606473327523,-23.440090942061033,stop,1
EEM,2017-05-30,2017-08-10,11,291.8012186396652,4.960278877123926,stop,0
FXI,2017-06-26,2017-08-10,16,412.6622030248078,3.2627019042406573,stop,1
VGK,2017-07-12,2017-08-11,12,393.15712434127295,-9.219168795963355,stop,0
DJP,2017-07-26,2017-08-15,16,284.0136418889825,-6.042570414622162,stop,0
DBB,2017-06-30,2017-08-17,40,419.9680650980693,32.250791507493034,stop,0
CPER,2017-07-03,2017-08-17,31,417.08868698891644,30.375657311595603,stop,0
USO,2017-08-01,2017-08-17,3,186.51016683453616,-11.787374322471976,stop,0
QQQ,2017-08-11,2017-08-18,3,311.6136668395674,-5.746264111524965,stop,0
CPER,2017-08-28,2017-09-08,27,417.7228406063817,-18.21183242115285,stop,0
DBB,2017-08-28,2017-09-08,36,422.8056246109592,-19.75286626467863,stop,0
GLD,2017-09-08,2017-09-18,4,391.17506536814574,-25.264732141022137,stop,0
FXI,2017-08-21,2017-09-25,16,427.4939438688698,-13.19368027132009,stop,0
EEM,2017-08-21,2017-09-25,15,419.2340980531235,-16.2684279213247,stop,0
DJP,2017-08-31,2017-10-02,23,418.8390529721636,-23.956472521375474,stop,1
USO,2017-09-15,2017-10-06,5,303.2494905428569,-0.5879781538453699,stop,0
VNQ,2017-09-12,2017-10-25,9,406.8159723267788,-12.610972609514931,stop,0
EEM,2017-10-10,2017-10-25,14,401.6988374294695,-12.289282456140995,stop,0
VGK,2017-08-25,2017-10-27,12,402.27801203510535,-6.328920018042538,stop,1
IWM,2017-09-27,2017-11-07,4,397.30889422627956,-1.1355052034405162,stop,0
DBB,2017-09-20,2017-11-09,32,361.94554536157347,4.106426400841315,stop,0
CPER,2017-10-27,2017-11-14,17,261.9057205971969,-10.889460556559612,stop,0
DJP,2017-10-27,2017-11-14,19,351.43032707935885,-8.801932821748892,stop,1
USO,2017-10-30,2017-11-14,5,342.3124739538921,-8.799361783595202,stop,1
EWJ,2017-11-10,2017-11-15,7,264.86126488208083,-12.676295078366195,stop,0
FXI,2017-10-05,2017-11-29,14,401.6077915742456,-12.100796749796757,stop,0
SLV,2017-11-16,2017-11-29,32,394.18827283303597,-22.857461151503912,stop,0
CPER,2017-11-24,2017-11-29,17,263.4127389967759,-18.097252241413855,stop,0
TLT,2017-11-15,2017-11-30,4,300.78309159856207,-18.628272350404018,stop,0
QQQ,2017-09-27,2017-12-01,3,308.5949767101336,8.83023025103455,stop,0
GLD,2017-11-17,2017-12-05,4,375.08756583328284,-19.846108025350986,stop,0
DJP,2017-11-24,2017-12-05,11,201.78637999550125,-12.801461158414725,stop,0
VNQ,2017-11-07,2017-12-06,8,367.24673362064055,-17.395615939325353,stop,0
IWM,2017-12-01,2017-12-06,3,310.4229307996769,-12.138917860854463,stop,1
TLT,2017-12-11,2017-12-19,5,370.87767103828,-10.297381098755636,stop,0
CPER,2017-12-15,2018-01-23,25,378.64708289686604,-24.196900582599767,stop,0
EEM,2017-12-13,2018-01-30,13,370.12826302415175,10.929411066469754,stop,0
GLD,2018-01-23,2018-01-30,1,93.81320019570659,-7.052885717404067,stop,0
EWJ,2017-12-01,2018-01-31,10,372.4364459451937,-1.8509752574822755,stop,0
QQQ,2017-12-11,2018-02-02,3,333.93225561007057,-2.885543755390131,stop,0
DJP,2017-12-28,2018-02-02,14,256.5175058774514,-13.486714030422291,stop,0
FXI,2018-02-02,2018-02-06,12,359.481392267855,-17.47677561492833,stop,0
USO,2017-12-01,2018-02-07,5,349.56745023098756,11.509569820952265,stop,0
DBB,2017-12-15,2018-02-07,26,300.69355680457153,-7.011657219153619,stop,0
GLD,2018-02-09,2018-02-27,4,364.0588333152508,-7.3547242383284015,stop,0
CPER,2018-02-13,2018-02-28,25,367.9829991218852,-7.429887668408014,stop,0
EWJ,2018-02-12,2018-03-01,10,368.6298870013623,-8.28183027829192,stop,0
DBB,2018-02-20,2018-03-01,21,245.76275437292782,-10.030596297476109,stop,0
DJP,2018-02-15,2018-03-19,14,247.02352911972366,-9.77287776424825,stop,0
CPER,2018-03-12,2018-03-20,16,231.3962502966538,-13.189155686371492,stop,0
QQQ,2018-02-26,2018-03-22,3,349.0455939890534,-21.66878955271136,stop,0
SPY,2018-03-08,2018-03-22,1,177.22238393668513,-14.50301608349443,stop,0
IWM,2018-03-06,2018-03-23,3,304.38736841347327,-19.590868148127413,stop,0
VGK,2018-03-07,2018-03-23,7,228.6118825273033,-16.542135313434528,stop,0
EEM,2018-03-07,2018-03-23,8,235.2341827704793,-17.75231898134078,stop,0
FXI,2018-03-21,2018-03-23,7,202.07541652523193,-16.97678694801627,stop,0
GLD,2018-03-09,2018-03-28,3,276.5341035686015,-11.79626079695015,stop,1
GLD,2018-04-09,2018-04-23,2,182.41100834329953,-5.147366436624736,stop,0
DBB,2018-04-18,2018-04-23,20,234.98026957290045,-12.432441302752324,stop,0
CPER,2018-04-23,2018-05-01,16,230.34932749901367,-6.826097520203518,stop,0
VGK,2018-05-07,2018-05-24,10,337.6101299247299,-4.36653486410853,stop,0
USO,2018-02-27,2018-05-25,5,367.6701228015471,43.78952012271532,stop,1
DJP,2018-04-09,2018-06-04,13,228.0565950279879,14.381381250570058,stop,0
TLT,2018-05-29,2018-06-06,4,292.4525112897688,-16.45750616443098,stop,0
CPER,2018-05-11,2018-06-14,22,334.3062132594928,2.48653948405223,stop,1
DBB,2018-05-03,2018-06-15,29,340.7888833594803,-4.087639842404428,stop,1
SLV,2018-05-10,2018-06-15,29,348.72757313996385,-9.637216983726262,stop,1
EWJ,2018-04-03,2018-06-19,9,326.77626491668,9.553927092489687,stop,0
QQQ,2018-05-30,2018-06-25,2,245.73203364633707,-3.062007519573342,stop,0
SPY,2018-05-31,2018-06-25,1,182.71207340691575,-5.594960753129243,stop,0
IWM,2018-05-04,2018-06-27,3,313.92959891190253,20.12148358512337,stop,0
USO,2018-06-25,2018-07-11,4,334.94986974264754,9.409900346181814,stop,0
TLT,2018-07-03,2018-07-23,4,294.6013584196243,-8.29586593539426,stop,0
VNQ,2018-07-05,2018-07-23,7,324.64899164652974,-11.783511335595506,stop,0
IWM,2018-07-09,2018-07-30,3,349.1969146765915,-13.259525464518333,stop,0
QQQ,2018-07-11,2018-07-30,2,256.72461397490355,-5.641831027868534,stop,0
EWJ,2018-08-08,2018-08-13,8,311.1102934041323,-10.718508848038823,stop,0
USO,2018-07-23,2018-08-15,4,347.3437715847036,-8.88385624870557,stop,0
DJP,2018-08-09,2018-08-15,18,334.39824547723026,-11.94009115247485,stop,0
QQQ,2018-08-09,2018-09-06,2,272.48333593262635,-9.403436942336782,stop,0
VNQ,2018-08-16,2018-09-19,6,292.1581609990605,-20.02142049838909,stop,0
IWM,2018-08-09,2018-10-01,2,239.90311135371178,-10.629021774236179,stop,0
QQQ,2018-09-17,2018-10-04,2,264.7132815587099,-2.689617952472304,stop,0
EWJ,2018-09-18,2018-10-04,8,309.8452681094112,-4.7122396670044395,stop,0
SPY,2018-07-13,2018-10-08,1,190.17389398753906,0.6863513411701092,stop,0
USO,2018-08-27,2018-10-10,3,273.16615344042566,3.356232368113922,stop,0
DJP,2018-09-26,2018-10-11,18,325.1610759409546,-2.452576838281459,stop,0
UNG,2018-10-01,2018-10-12,4,327.5560053057043,-13.564988004087354,stop,1
DJP,2018-10-22,2018-10-30,17,320.83991161696656,-13.168815564878514,stop,1
USO,2018-10-22,2018-10-31,2,185.05847330834607,-15.247958536513408,stop,0
UNG,2018-10-22,2018-11-15,3,249.1411065354897,81.78888681062955,stop,1
IWM,2018-11-08,2018-11-20,3,331.5652785533321,-22.85502224333578,stop,1
QQQ,2018-11-08,2018-11-20,2,257.1434061643521,-24.90469964027534,stop,0
SPY,2018-11-27,2018-12-06,1,190.51042855741886,-8.68874360152816,stop,0
IWM,2018-11-30,2018-12-06,3,328.49763155830914,-22.57473579710586,stop,0
QQQ,2018-12-03,2018-12-07,2,260.78065897793584,-22.860545325048662,stop,0
UNG,2018-11-26,2018-12-14,3,326.9791797565573,-28.66833907320415,stop,0
DJP,2018-12-07,2018-12-18,17,314.62675715930664,-21.620011140116446,stop,0
TLT,2018-12-20,2019-01-09,4,308.08170682088416,-9.123469341899124,stop,0
UNG,2018-12-24,2019-02-04,3,280.1337006572474,-63.620213469500555,stop,0
TLT,2019-01-22,2019-03-01,4,300.02568436325464,-13.365778611820986,stop,0
GLD,2019-02-20,2019-03-01,3,293.96800778541075,-16.707060379138795,stop,0
IWM,2019-02-14,2019-03-06,2,221.4930724773508,-12.351963247562765,stop,0
TLT,2019-03-13,2019-04-03,4,296.25845683201055,2.668973769726108,stop,0
FXI,2019-04-05,2019-04-25,10,299.08932954894135,-13.759681584358077,stop,0
USO,2019-04-01,2019-04-26,3,238.01202906515238,3.417553774694966,stop,0
SPY,2019-02-04,2019-05-09,1,189.75759493185458,4.03063579599106,stop,0
QQQ,2019-02-06,2019-05-09,2,254.60324958732633,11.979247530497105,stop,0
IWM,2019-04-04,2019-05-09,2,220.46474241311793,-7.013763241647638,stop,0
VNQ,2019-01-17,2019-06-26,6,279.19772827907514,30.113382394185578,stop,0
GLD,2019-05-31,2019-06-26,3,296.2764970208048,14.854285395998147,stop,0
TLT,2019-04-15,2019-07-11,4,305.12546187437016,30.756974199646322,stop,0
VNQ,2019-07-08,2019-07-19,5,278.97533206831116,-13.912128670010361,stop,0
EEM,2019-06-27,2019-07-30,10,292.54228125419263,0.5440851316981252,stop,0
SPY,2019-06-26,2019-08-01,1,209.95104131775457,5.493650390370817,stop,0
SLV,2019-07-17,2019-08-01,25,303.78620004584695,1.8986205105169915,stop,0
QQQ,2019-06-26,2019-08-02,2,283.63080014974474,8.588461804944643,stop,0
VNQ,2019-07-29,2019-08-05,5,281.37145850470426,-10.472715243484629,stop,0
TLT,2019-07-23,2019-08-08,3,259.298666848868,16.066796769178154,stop,0
GLD,2019-07-08,2019-09-05,2,213.0920123839009,13.99535925894898,stop,0
SLV,2019-08-12,2019-09-05,23,307.81263300845455,14.944321891717777,stop,0
TLT,2019-09-05,2019-09-12,3,289.2845322793149,-16.72357333632931,stop,0
CPER,2019-09-13,2019-09-17,22,301.0421541734311,-16.214281812578747,stop,0
UNG,2019-09-16,2019-09-20,3,228.0363403731406,-22.819958364089814,stop,0
FXI,2019-09-05,2019-09-24,11,310.5539029086855,-13.169143172661677,stop,0
EEM,2019-09-11,2019-09-25,10,291.8599002473541,-13.1194653450695,stop,0
DJP,2019-09-16,2019-09-25,16,297.4363942882203,-15.58875581086403,stop,0
SLV,2019-09-19,2019-09-27,22,295.30190720682236,-7.8140860186753685,stop,0
GLD,2019-09-24,2019-09-30,1,118.92717041993666,-9.065654605464928,stop,0
QQQ,2019-09-10,2019-10-02,2,298.8649668276373,-13.911719351103557,stop,0
SPY,2019-09-26,2019-10-02,1,221.9924724157661,-11.238968832301566,stop,0
TLT,2019-10-04,2019-10-11,3,292.2332445439102,-24.487592180917886,stop,0
VNQ,2019-08-15,2019-11-07,5,289.95394641564087,-16.860243362280244,stop,0
SLV,2019-10-07,2019-11-07,21,281.8752161019879,-23.155358527117187,stop,0
GLD,2019-10-14,2019-11-07,2,226.30661421194984,-14.501147428221373,stop,0
FXI,2019-11-05,2019-11-11,7,200.66227576517343,-10.533941965030266,stop,0
CPER,2019-10-30,2019-11-13,14,185.71524685401138,-8.72756121454006,stop,0
EEM,2019-11-11,2019-12-03,7,204.66456991255095,-14.145253982343007,stop,0
FXI,2019-11-21,2019-12-03,10,275.7039100085994,-13.596990438740022,stop,0
VNQ,2019-12-09,2019-12-12,4,222.11447893409604,-12.370292340127008,stop,0
CPER,2019-12-09,2020-01-03,20,265.7705020291884,-2.6717461258428443,stop,0
USO,2019-11-13,2020-01-08,3,226.5869728461541,-0.4626235527882443,stop,0
SLV,2020-01-07,2020-01-14,20,264.85386511622596,-13.241826472147721,stop,0
DJP,2019-12-16,2020-01-15,10,172.8070543853662,-2.8440293557424923,stop,0
CPER,2020-01-16,2020-01-21,18,249.10992094438583,-9.293802208227703,stop,0
DBB,2019-12-27,2020-01-23,18,181.8776663035793,-8.653438342936425,stop,0
IWM,2019-11-11,2020-01-24,2,232.60563953585742,-2.919115195986535,stop,1
EWJ,2019-10-11,2020-01-27,7,275.6143305579935,-5.132121644835138,stop,0
VGK,2019-10-17,2020-01-27,8,278.3460773172085,3.044277355728127,stop,0
GLD,2020-01-17,2020-02-04,2,230.97815158296652,-9.860355080105933,stop,1
EWJ,2020-02-06,2020-02-14,6,245.93660122884418,-14.882012228955261,stop,0
QQQ,2019-10-15,2020-02-24,1,148.36961639228872,13.391500927875398,stop,0
IWM,2020-02-05,2020-02-24,2,240.19171402862483,-12.867435170385903,stop,0
VGK,2020-02-11,2020-02-24,7,260.3643656241073,-18.97040701120548,stop,0
VNQ,2020-01-13,2020-02-25,4,227.97735207060728,1.3671297096174442,stop,0
SLV,2020-01-27,2020-02-25,14,184.25089032020892,-4.332283389081908,stop,0
GLD,2020-02-14,2020-02-25,2,231.56640264254045,3.7911724626106036,stop,0
TLT,2020-01-23,2020-03-03,2,178.69580487507568,13.398214987176317,stop,0
EMB,2020-03-04,2020-03-06,3,202.87723503020177,-12.276379911753594,stop,0
TIP,2020-03-09,2020-03-10,3,219.40299422868134,-6.533394928919108,stop,0
LQD,2020-03-09,2020-03-10,3,239.2525361421687,-7.257189741344547,stop,0
GLD,2020-03-06,2020-03-12,2,244.68117474842697,-6.826445838636516,stop,0
IEF,2020-03-10,2020-03-12,3,238.36109110062816,-3.6905318514925227,stop,0
TLT,2020-03-13,2020-03-18,2,208.92445602393698,0.7593899279757466,stop,0
SLV,2020-05-11,2020-06-05,21,249.17651159585935,14.626257038649413,stop,0
QQQ,2020-05-22,2020-06-12,1,185.08469404517453,-9.034827826172432,stop,0
SLV,2020-06-16,2020-07-30,19,249.03911836526922,62.58995268967331,stop,0
CPER,2020-08-03,2020-08-07,13,184.9975220359075,-13.71910009009784,stop,0
GLD,2020-03-23,2020-08-11,2,256.89984893148244,17.611722440704455,stop,0
DBB,2020-08-03,2020-09-08,26,260.7457877416212,-2.7159495102920346,stop,1
EMB,2020-06-09,2020-09-21,3,193.67883504146255,-1.9032289962246978,stop,0
SLV,2020-08-13,2020-09-21,13,256.37692943454266,-28.30202130686547,stop,0
CPER,2020-09-10,2020-09-23,12,175.7322827266835,-7.393043493737878,stop,0
GLD,2020-09-10,2020-09-23,1,145.68282664209352,-11.14151809132332,stop,0
VGK,2020-10-05,2020-10-26,4,140.5682697197097,-10.440341708776174,stop,0
FXI,2020-10-28,2020-11-10,4,121.17170596821215,0.782872874674652,stop,0
EWJ,2020-09-23,2020-11-12,6,247.10400031436652,0.9094070320620062,stop,0
CPER,2020-10-21,2020-12-22,14,214.43068640629252,9.786822696659726,stop,1
SLV,2020-12-24,2021-01-08,13,237.97843556892747,-11.812086225076087,stop,1
EMB,2020-11-16,2021-01-11,3,198.53298225008996,-9.71705038969884,stop,0
DBB,2020-09-23,2021-01-15,25,256.43779632093083,11.608140975483138,stop,1
EWJ,2021-01-20,2021-01-29,5,227.21174123160284,-13.705455767536705,stop,0
TLT,2020-03-30,2021-02-16,2,223.0264974267696,-52.47995878542025,stop,0
IEF,2020-03-23,2021-02-24,3,267.4788829543024,-59.97622040815864,stop,1
CPER,2021-01-12,2021-02-26,14,233.51393075594837,22.203625788892623,stop,0
DJP,2021-01-13,2021-02-26,14,238.3739454155114,2.4885450705947676,stop,1
DBB,2021-02-18,2021-02-26,13,150.76629691916844,-1.86254305975865,stop,0
DBA,2021-02-02,2021-03-04,21,226.43595990635058,-1.51798115729963,stop,0
VNQ,2021-02-26,2021-03-04,4,208.5611833129891,-10.087515275409572,stop,0
FXI,2021-03-02,2021-03-08,7,222.52547042721815,-12.366106334150459,stop,0
DJP,2021-03-08,2021-03-18,8,143.12201296986836,-10.590762521073998,stop,0
