d,absmom,trend,bench_6040,stocks
1969-12-31,4213.5134,2198.5177,1545.5318,3137.9273
1970-01-31,4200.1404,2212.41,1474.3161,2903.422
1970-02-28,4388.8655,2225.0548,1550.7117,3068.4031
1970-03-31,4467.8914,2239.1148,1558.5962,3055.5028
1970-04-30,4394.9531,2248.9876,1453.1133,2733.4024
1970-05-31,4266.9657,2263.1988,1383.7159,2561.698
1970-06-30,4315.4194,2278.1831,1352.1181,2429.8796
1970-07-31,4457.1098,2288.2281,1425.6702,2608.8279
1970-08-31,4463.2916,2302.6873,1465.9482,2742.71
1970-09-30,4534.681,2317.2378,1515.3014,2874.6868
1970-10-31,4581.5475,2266.3271,1506.6396,2821.6738
1970-11-30,4769.2839,2380.4072,1576.1424,2963.7084
1970-12-31,4952.3356,2527.6237,1657.0832,3146.9992
1971-01-31,5033.0268,2659.8969,1720.6841,3311.685
1971-02-28,5079.1377,2707.2008,1749.2618,3370.5804
1971-03-31,5300.4443,2825.1582,1820.2164,3517.4423
1971-04-30,5478.5797,2920.105,1854.2606,3635.6552
1971-05-31,5271.2982,2809.6232,1785.5217,3498.1006
1971-06-30,5290.9043,2820.0733,1786.9091,3511.1114
1971-07-31,5074.3395,2704.6434,1734.8503,3367.3962
1971-08-31,5289.4893,2819.3191,1791.0946,3510.1724
1971-09-30,5267.5445,2807.6225,1812.0678,3495.6096
1971-10-31,5056.7257,2695.2552,1782.2042,3355.7075
1971-11-30,5054.4423,2660.1486,1791.6855,3354.1922
1971-12-31,5517.8651,2671.8778,1886.3401,3661.7255
1972-01-31,5666.2025,2747.2853,1919.2369,3760.164
1972-02-29,5840.3204,2831.7072,1951.5138,3875.7109
1972-03-31,5889.0506,2855.3342,1965.8869,3908.0489
1972-04-30,5917.3907,2869.0751,1968.8824,3926.8558
1972-05-31,6004.9758,2911.5411,1994.0815,3984.9783
1972-06-30,5870.9326,2846.5496,1971.5527,3896.0256
1972-07-31,5847.5567,2835.2157,1970.6495,3880.513
1972-08-31,6052.92,2934.7871,2011.1158,4016.7947
1972-09-30,6009.2723,2913.6243,1987.3018,3987.8296
1972-10-31,6065.9681,2941.1135,2006.8697,4025.4536
1972-11-30,6369.7925,3088.4242,2084.4933,4227.0753
1972-12-31,6434.1472,3119.6269,2097.2584,4269.7819
1973-01-31,6249.0697,3029.8912,2059.9918,4146.9621
1973-02-28,5969.8209,2894.4961,1999.2123,3961.6491
1973-03-31,5919.7355,2880.8533,1989.6442,3927.5858
1973-04-30,5969.8164,2898.1877,1938.0923,3727.9899
1973-05-31,5926.5672,2910.9666,1904.3753,3633.9916
1973-06-30,5939.3682,2923.2171,1894.1995,3593.1915
1973-07-31,5877.5702,2941.6887,1945.2652,3796.7661
1973-08-31,5802.365,2962.0535,1899.9355,3678.5965
1973-09-30,5964.7129,2984.6464,1982.6535,3882.1583
1973-10-31,6127.5763,2978.3256,2004.1529,3877.0453
1973-11-30,6188.5406,2616.2803,1874.3357,3405.7517
1973-12-31,6218.8243,2571.6327,1892.3348,3452.4706
1974-01-31,6143.8653,2588.659,1888.0727,3469.4589
1974-02-28,6192.6985,2603.4543,1895.3723,3473.5582
1974-03-31,6120.2637,2619.9053,1861.2234,3396.4394
1974-04-30,6030.2416,2642.0008,1800.7413,3245.6394
1974-05-31,6038.921,2659.493,1758.7259,3114.4337
1974-06-30,6093.7259,2675.4956,1742.5746,3044.8819
1974-07-31,6019.8944,2693.2096,1659.6607,2819.7398
1974-08-31,5965.6721,2711.0409,1572.2408,2573.5896
1974-09-30,6005.6421,2732.8118,1484.1508,2290.4164
1974-10-31,6102.949,2745.4104,1620.5737,2669.8323
1974-11-30,6235.1499,2761.9299,1602.3797,2565.3142
1974-12-31,6383.0843,2779.3824,1596.615,2492.8135
1975-01-31,6391.7366,2797.7842,1729.6871,2850.2963
1975-02-28,6480.4985,2921.0385,1803.109,3020.0053
1975-03-31,6369.7257,3010.2875,1826.9166,3112.2781
1975-04-30,6197.6929,3150.8972,1864.6768,3257.6518
1975-05-31,6311.2115,3327.7041,1945.5758,3440.449
1975-06-30,6542.1429,3504.1998,2027.842,3622.9246
1975-07-31,6138.9204,3288.2198,1938.5474,3399.627
1975-08-31,5990.0503,3208.4797,1896.9727,3317.1853
1975-09-30,5773.2569,3092.3577,1854.589,3197.1289
1975-10-31,6108.5671,3271.9615,1942.0678,3382.8178
1975-11-30,6294.7396,3371.682,1989.6627,3485.9169
1975-12-31,6221.0271,3332.199,1980.8861,3445.0962
1976-01-31,7004.7822,3752.0055,2150.2547,3879.1261
1976-02-29,7054.8788,3778.839,2162.2802,3906.8687
1976-03-31,7251.3555,3884.0788,2208.3882,4015.6741
1976-04-30,7172.9301,3842.0714,2208.447,3972.2435
1976-05-31,7104.2716,3805.2955,2181.2445,3934.2216
1976-06-30,7420.7559,3974.8155,2249.2555,4109.4851
1976-07-31,7371.9136,3948.6539,2247.1226,4082.4371
1976-08-31,7363.6625,3944.2343,2254.4953,4077.8678
1976-09-30,7548.1307,4043.0419,2305.7044,4180.023
1976-10-31,7396.9519,3962.0653,2293.2065,4096.3029
1976-11-30,7454.2216,3992.7409,2316.9703,4128.0178
1976-12-31,7909.8497,4236.7912,2436.0012,4380.3367
1977-01-31,7622.7787,4083.026,2365.1284,4221.3618
1977-02-28,7504.5046,4019.6743,2337.0569,4155.8637
1977-03-31,7436.6914,3983.3512,2325.7635,4118.3099
1977-04-30,7564.5098,4019.6334,2344.8852,4140.0748
1977-05-31,7563.8492,4036.5497,2330.2957,4096.636
1977-06-30,7705.8606,4054.3479,2419.3096,4309.0955
1977-07-31,7725.7881,4001.4075,2402.7717,4251.9783
1977-08-31,7735.45,3948.9007,2385.3694,4196.1835
1977-09-30,7815.4468,3961.5394,2397.5246,4202.1061
1977-10-31,7766.1459,3978.2112,2335.7813,4035.9906
1977-11-30,7782.7351,3994.9531,2397.4598,4214.3747
1977-12-31,7773.2461,4010.2316,2405.5997,4242.366
1978-01-31,7680.9798,3787.1986,2313.915,4006.4226
1978-02-28,7695.6439,3822.0676,2301.8753,3965.9413
1978-03-31,7741.9492,3838.92,2351.7337,4095.1115
1978-04-30,7736.648,3862.0193,2470.2965,4443.7603
1978-05-31,7819.3056,3905.2221,2497.7275,4542.1094
1978-06-30,7719.7182,3855.4848,2477.6382,4484.2607
1978-07-31,7644.76,4076.4541,2561.0044,4741.267
1978-08-31,7944.9351,4248.5494,2650.5602,4941.4287
1978-09-30,7878.8165,4213.1925,2642.5959,4900.3056
1978-10-31,6993.2661,3739.645,2447.0724,4349.529
1978-11-30,7227.105,3909.2474,2493.0691,4494.9674
1978-12-31,7348.0177,3903.4617,2513.4361,4570.1702
1979-01-31,7707.9042,4094.6429,2589.0647,4794.005
1979-02-28,7490.7882,3979.3052,2552.2759,4658.9677
1979-03-31,7983.7093,4241.1579,2659.6142,4965.5447
1979-04-30,8041.517,4271.8669,2675.2917,5001.4987
1979-05-31,7938.0769,4216.9168,2657.3729,4937.1632
1979-06-30,8308.6948,4413.7988,2764.0038,5167.6725
1979-07-31,8447.4399,4487.5039,2797.5467,5253.9664
1979-08-31,8974.8333,4767.6692,2907.9749,5581.9837
1979-09-30,8968.0555,4764.0687,2894.1576,5577.7682
1979-10-31,8323.678,4421.7583,2707.6149,5176.9914
1979-11-30,8849.471,4701.0735,2802.6934,5504.0135
1979-12-31,9095.9865,4832.029,2877.6733,5657.3362
1980-01-31,9682.4938,5143.5972,2968.9792,6022.12
1980-02-29,9639.3769,5120.6924,2869.6683,5995.3031
1980-03-31,8515.6556,4523.7419,2646.1753,5296.3938
1980-04-30,9218.8631,4584.7053,2818.3306,5573.8744
1980-05-31,10038.7855,4886.5125,3021.7284,5915.8021
1980-06-30,10415.0581,5062.7306,3127.6333,6129.1387
1980-07-31,11135.852,5413.1065,3232.2363,6553.3174
1980-08-31,11402.7178,5542.8292,3229.5576,6710.3648
1980-09-30,11746.2537,5709.8211,3274.5993,6912.5316
1980-10-31,11977.2713,5822.1181,3311.4845,7048.4827
1980-11-30,13240.5405,6436.1897,3491.9454,7791.9017
1980-12-31,12822.1114,6232.7925,3418.182,7545.6611
1981-01-31,12309.0775,5983.4082,3372.278,7243.7467
1981-02-28,12525.3644,6088.5446,3374.0522,7371.029
1981-03-31,13121.8115,6378.4759,3489.6433,7722.0311
1981-04-30,12975.7076,6307.4552,3439.8455,7636.0507
1981-05-31,13148.0962,6391.2528,3452.7686,7737.4993
1981-06-30,13013.7788,6325.9615,3493.1469,7658.4552
1981-07-31,12985.2038,6312.0713,3444.6375,7641.6391
1981-08-31,12233.0289,5946.4411,3294.7909,7198.993
1981-09-30,12148.5918,6014.5697,3170.4256,6773.3392
1981-10-31,12407.9749,6081.0785,3310.0964,7183.2462
1981-11-30,13744.4786,6142.179,3542.5099,7499.4866
1981-12-31,13655.9274,5971.0537,3476.3057,7291.2833
1982-01-31,13199.2667,6014.7621,3378.426,7113.9711
1982-02-28,13469.3449,6072.1602,3306.295,6764.8909
1982-03-31,14038.5861,6128.2706,3347.583,6706.0743
1982-04-30,14193.2876,6192.9402,3446.3378,6996.6059
1982-05-31,14547.3309,6255.1647,3424.0325,6791.9982
1982-06-30,14196.5193,6310.4419,3345.9708,6643.9985
1982-07-31,14628.3584,6377.0339,3349.5314,6502.1676
1982-08-31,15510.9883,6419.2552,3660.6221,7276.1371
1982-09-30,16308.7881,6571.8934,3777.7935,7401.3744
1982-10-31,17868.6524,7357.8113,4189.7285,8286.488
1982-11-30,18584.5472,7750.2839,4372.3047,8728.4971
1982-12-31,18811.4222,7844.8972,4420.399,8835.0522
1983-01-31,19602.0584,8174.615,4558.3317,9206.3857
1983-02-28,20223.2574,8433.6726,4634.1664,9498.1407
1983-03-31,20935.9397,8730.8814,4773.5455,9832.8621
1983-04-30,22499.4817,9382.9228,5023.2808,10567.2018
1983-05-31,22756.9703,9490.3028,5077.9175,10688.135
1983-06-30,23611.5972,9846.7065,5163.1725,11089.5227
1983-07-31,22841.0722,9525.3757,5013.9746,10727.6347
1983-08-31,22890.0958,9545.8199,4989.876,10750.6593
1983-09-30,23286.7357,9711.2301,5083.5337,10936.9469
1983-10-31,22683.1543,9459.5195,5026.5512,10653.4663
1983-11-30,23321.8884,9725.8897,5118.8888,10953.4568
1983-12-31,23055.5143,9614.8042,5084.1567,10828.3505
1984-01-31,22790.4481,9504.264,5086.1571,10703.8583
1984-02-29,21889.8237,9510.7809,4966.6977,10280.8673
1984-03-31,21627.0499,9573.7501,4969.6436,10417.1148
1984-04-30,21475.836,9650.6319,4964.0276,10447.5084
1984-05-31,20797.5557,9735.9151,4750.0186,9914.7474
1984-06-30,20862.5385,9818.0247,4830.1085,10176.9398
1984-07-31,21323.9801,9900.8269,4818.9714,9983.9968
1984-08-31,22318.4587,9992.3164,5228.7481,11105.3089
1984-09-30,22804.6319,10072.7069,5278.7078,11120.6417
1984-10-31,23508.289,10080.0534,5347.0426,11128.7525
1984-11-30,24552.3448,9965.9036,5409.4744,11002.7269
1984-12-31,24889.2096,10208.6314,5516.7169,11270.7074
1985-01-31,25302.6088,11091.5578,5841.6672,12245.4909
1985-02-28,25806.1928,11290.7608,5910.7861,12465.4183
1985-03-31,25751.9931,11267.0472,5879.5877,12439.2377
1985-04-30,25665.0028,11228.9871,5944.6157,12397.2179
1985-05-31,27138.6308,11873.7309,6255.766,13109.0389
1985-06-30,27646.8526,12096.0888,6451.335,13354.5303
1985-07-31,27627.2866,12087.5282,6446.7545,13345.0791
1985-08-31,27474.5689,12020.711,6443.5068,13271.3104
1985-09-30,26382.5714,11542.9387,6303.5596,12743.8321
1985-10-31,27623.0589,12085.6785,6522.5688,13343.037
1985-11-30,29582.1999,12942.8446,6898.2166,14289.3801
1985-12-31,30915.8155,13526.3299,7199.3726,14933.5695
1986-01-31,31326.0317,13705.8083,7291.1977,15131.7202
1986-02-28,33748.1998,14765.5586,7745.9591,16301.7238
1986-03-31,35611.8631,15580.9511,8218.4006,17201.9474
1986-04-30,35305.5645,15446.9389,8304.5101,17053.993
1986-05-31,37086.0675,16225.947,8480.0843,17914.0468
1986-06-30,37630.929,16464.3356,8557.3565,18177.2366
1986-07-31,35379.2583,15479.1815,8377.8435,17089.59
1986-08-31,37681.2824,16486.3662,8752.3108,18201.5593
1986-09-30,34604.554,15140.2318,8274.7375,16715.377
1986-10-31,36373.1817,15299.4414,8548.5099,17569.6946
1986-11-30,36940.1819,15408.2135,8692.7443,17843.5782
1986-12-31,35896.0429,14972.69,8602.3692,17339.2176
1987-01-31,40512.5298,15268.055,9287.3565,19569.1645
1987-02-28,42438.9218,15802.4204,9541.3939,20499.6885
1987-03-31,43317.0489,16129.397,9687.7876,20923.8589
1987-04-30,42592.0821,15859.4507,9423.2795,20573.671
1987-05-31,42813.7516,15941.9909,9347.4655,20680.7462
1987-06-30,44670.3025,16633.2902,9680.8226,21577.5342
1987-07-31,46591.5931,17348.6958,9967.2595,22505.594
1987-08-31,48430.4629,18033.4114,10185.8888,23393.8413
1987-09-30,47390.7995,17646.2857,9924.1136,22891.6425
1987-10-31,36691.8166,13662.4468,8401.7028,17723.6079
1987-11-30,38862.4661,13856.6667,8175.3796,16412.8026
1987-12-31,38822.3855,13917.7643,8525.2081,17608.2092
1988-01-31,39928.5532,13945.6263,8852.6793,18388.6474
1988-02-29,41446.8578,14001.5149,9262.1506,19341.7225
1988-03-31,41289.4878,14066.0637,9147.3077,18990.6396
1988-04-30,40631.1043,14122.435,9141.7329,19176.6704
1988-05-31,39957.439,14181.868,9090.4536,19208.2036
1988-06-30,40701.1288,14244.3995,9443.6987,20207.0761
1988-07-31,40635.9506,14172.2086,9399.8052,20074.4604
1988-08-31,40422.7545,13799.8972,9229.3748,19547.0937
1988-09-30,41467.6179,14347.2308,9545.4265,20322.3735
1988-10-31,42265.0533,14603.0156,9720.8109,20684.6841
1988-11-30,41433.6453,14363.7561,9612.0628,20345.781
1988-12-31,42317.5423,14670.1757,9728.3433,20779.8142
1989-01-31,45165.5476,15657.4906,10155.6758,22178.3127
1989-02-28,44412.296,15396.3617,10060.9595,21808.4324
1989-03-31,45404.787,15740.4275,10180.8236,22295.79
1989-04-30,47636.9619,16514.2531,10565.1542,23391.8881
1989-05-31,49661.8507,17216.219,10958.5099,24386.1995
1989-06-30,49303.0287,17091.8266,11097.2413,24210.0018
1989-07-31,53139.2367,18421.7206,11732.6257,26093.7522
1989-08-31,54268.9002,18813.3398,11891.7077,26648.4678
1989-09-30,54198.1579,18788.8157,11888.0405,26613.7301
1989-10-31,52559.9859,18220.9124,11744.6586,25809.3141
1989-11-30,53438.562,18525.4874,11938.6287,26240.7344
1989-12-31,54393.6748,18856.5953,12109.8727,26709.7377
1990-01-31,50490.8878,17503.6204,11506.3628,24793.2939
1990-02-28,51341.3715,17575.457,11569.5124,25210.9197
1990-03-31,52615.4401,17691.8212,11734.6935,25836.5446
1990-04-30,51156.9392,17232.4749,11512.9995,25120.3551
1990-05-31,51718.1292,17377.5954,12175.6079,27408.4131
1990-06-30,51127.6709,17163.4972,12263.8092,27279.6346
1990-07-31,50481.0357,16946.4225,12208.2672,26934.6165
1990-08-31,49732.9344,15346.513,11465.1498,24391.7229
1990-09-30,49642.9459,15409.4966,11088.3579,23031.043
1990-10-31,50563.3843,15516.1737,11102.5911,22750.4856
1990-11-30,52039.3093,15614.2195,11677.0778,24340.4854
1990-12-31,53489.4983,15708.1723,12021.1926,25087.9607
1991-01-31,53813.6567,15777.4335,12425.4813,26376.6394
1991-02-28,55055.0182,16967.8466,13128.2123,28426.4824
1991-03-31,56076.3416,17486.2658,13325.0707,29294.9978
1991-04-30,56176.1294,17517.3826,13396.0084,29347.1282
1991-05-31,58470.5715,18232.8577,13765.0739,30545.7741
1991-06-30,55810.1791,17403.2684,13327.7786,29155.9511
1991-07-31,58429.0674,18219.9155,13759.9006,30524.0918
1991-08-31,60052.0204,18726.0003,14163.0287,31371.9432
1991-09-30,59351.5977,18507.5878,14178.6306,31006.0335
1991-10-31,60381.0128,18828.5899,14410.488,31543.813
1991-11-30,58079.9372,18111.0463,14137.2015,30341.7018
1991-12-31,64638.3106,20156.1416,15284.4105,33767.8798
1992-01-31,64526.745,20121.3521,15328.4275,33709.5965
1992-02-29,65343.9768,20376.1892,15347.4682,34136.5289
1992-03-31,63881.5838,19920.1717,15093.292,33372.5561
1992-04-30,64845.1332,20220.635,15292.9192,33875.9266
1992-05-31,65159.1714,20318.5614,15413.4986,34039.9842
1992-06-30,63787.9214,19890.965,15312.8202,33323.6257
1992-07-31,66338.3081,20686.2512,15899.7409,34655.9803
1992-08-31,64902.6082,20238.5574,15849.6051,33905.9523
1992-09-30,65818.3994,20524.1282,16097.88,34384.3733
1992-10-31,66626.3107,20776.0589,16166.0301,34806.4365
1992-11-30,69510.2994,21675.3721,16478.6863,36313.0691
1992-12-31,70739.6239,22058.7119,16738.2312,36955.2839
1993-01-31,71539.0715,22308.0034,16971.3049,37372.9255
1993-02-28,71771.5894,22380.5094,17210.657,37494.3959
1993-03-31,73604.353,22952.0194,17652.9551,38451.855
1993-04-30,71522.9914,22302.9892,17398.1536,37364.5251
1993-05-31,73734.4088,22992.5747,17711.2071,38519.7978
1993-06-30,74121.3751,23113.2422,17845.4295,38721.954
1993-07-31,74017.0122,23080.6988,17948.6166,38667.4335
1993-08-31,76928.4301,23988.5652,18470.9424,40188.3954
1993-09-30,76987.0501,24006.8447,18698.4948,40219.0193
1993-10-31,78249.5961,24400.5439,18930.3711,40878.5894
1993-11-30,76972.4568,24002.294,18555.4984,40211.3955
1993-12-31,78416.8218,24452.6898,18768.7118,40965.9503
1994-01-31,80832.0026,25205.8148,19163.6835,42227.6716
1994-02-28,78909.5529,24606.338,18800.4835,41223.3593
1994-03-31,75319.0723,23486.7197,18046.2388,39347.6463
1994-04-30,71906.569,23104.0429,17928.5918,39686.5882
1994-05-31,71908.6736,23152.6099,17953.4284,40003.1668
1994-06-30,69882.9556,23203.5992,17723.6034,38876.2494
1994-07-31,69481.1546,23250.0505,17988.2768,40041.7468
1994-08-31,72060.1242,23357.2363,18554.5751,41838.2554
1994-09-30,70695.5063,22972.4622,18271.7257,41045.9555
1994-10-31,69483.4041,23376.2675,18380.3853,41767.4531
1994-11-30,68896.7394,22534.5568,17908.1317,40263.5298
1994-12-31,70058.0066,22340.347,18164.4839,40776.9935
1995-01-31,70657.3818,22836.1909,18464.7881,41673.7039
1995-02-28,72630.787,23750.7724,19115.6362,43342.7211
1995-03-31,74691.3933,24386.0339,19614.7634,44502.0083
1995-04-30,76559.0355,24995.8015,20034.7694,45614.7715
1995-05-31,79121.083,25832.2858,20731.1422,47141.2694
1995-06-30,81603.7725,26642.8604,21445.7167,48620.4849
1995-07-31,84964.4734,27740.0975,21957.0858,50622.8299
1995-08-31,85826.9107,28021.6751,22010.8689,51136.6802
1995-09-30,89053.4079,29075.0959,22747.2031,53059.0651
1995-10-31,88104.1733,28765.1798,22741.0338,52493.5
1995-11-30,91969.4533,30027.1572,23471.9206,54796.4792
1995-12-31,93283.7564,30456.2648,23870.2131,55579.5564
1996-01-31,95823.6249,31285.5078,24349.9915,57092.8398
1996-02-29,97470.4421,31823.1781,24532.4171,58074.0328
1996-03-31,98596.263,32190.748,24428.8908,58744.8101
1996-04-30,101047.6429,32991.1003,24691.5166,60205.371
1996-05-31,103867.7712,33911.8455,25022.0824,61885.6365
1996-06-30,103108.3356,33663.897,24847.0498,61433.1559
1996-07-31,97414.2513,31804.8323,24052.5801,58040.5537
1996-08-31,100530.9856,32822.4166,24733.0866,59897.5406
1996-09-30,105981.3454,34601.9075,25493.4742,63144.9288
1996-10-31,107352.6559,35049.6275,25956.6631,63961.9717
1996-11-30,114506.2002,37385.1921,27334.2359,68224.1373
1996-12-31,113048.3638,36909.2223,27090.0842,67355.5413
1997-01-31,119220.177,38924.2609,27809.402,71032.78
1997-02-28,119078.5398,38878.0177,27970.6019,70948.3909
1997-03-31,113529.3395,37066.2563,27019.623,67642.1123
1997-04-30,118635.5366,38733.3814,27663.5585,70684.4444
1997-05-31,127115.9853,41502.1677,29082.5091,75737.1953
1997-06-30,132876.4519,43382.9056,30144.0441,79169.3488
1997-07-31,143158.4309,46739.8746,31902.543,85295.4725
1997-08-31,137839.6479,45003.3422,31128.7082,82126.4792
1997-09-30,145784.7731,47597.3505,32407.0696,86860.278
1997-10-31,140902.2353,46003.248,31913.8875,83951.2047
1997-11-30,145621.956,47544.1922,32781.8314,86763.2697
1997-12-31,148246.3291,48401.0252,33279.418,88326.9019
1998-01-31,149059.8132,48666.6201,33723.2645,88811.5853
1998-02-28,160116.278,52276.4514,35243.8729,95399.1567
1998-03-31,168463.2745,55001.6668,36348.8329,100372.3952
1998-04-30,170430.0104,55643.7875,36688.2384,101544.1995
1998-05-31,165889.3164,54161.2938,36131.2274,98838.8007
1998-06-30,171935.9861,56135.4743,37166.8141,102441.4775
1998-07-31,168519.6855,55020.0845,36813.6682,100406.0055
1998-08-31,142121.2208,46401.2353,33453.3135,84677.4906
1998-09-30,153263.4265,48139.2028,35370.991,90257.959
1998-10-31,157275.5347,48245.2203,37265.1453,96905.8281
1998-11-30,164575.7573,50544.819,38383.9367,103193.5528
1998-12-31,175397.1721,53868.3125,40191.246,109978.8792
1999-01-31,182219.416,55963.5729,41100.9105,114256.6149
1999-02-28,175452.2198,53885.2188,39885.3874,110013.3956
1999-03-31,182371.3457,56010.2339,40625.2737,114351.879
1999-04-30,191047.298,58674.8088,41946.1217,119791.9411
1999-05-31,187117.9015,57468.0051,41047.3283,117328.1008
1999-06-30,196946.2358,60486.5018,42060.6977,123490.7383
1999-07-31,190897.1592,58628.6979,41425.0962,119697.8
1999-08-31,189108.8491,58079.4687,41083.6254,118576.48
1999-09-30,184672.0236,56716.8224,40570.2547,115794.4677
1999-10-31,196766.3967,56727.925,42096.8065,123377.9742
1999-11-30,204263.2622,58971.9924,43293.3733,128078.7163
1999-12-31,220986.7396,63800.1576,45392.9432,138564.7993
2000-01-31,211407.6157,61034.6088,43786.4526,132558.4236
2000-02-29,217435.9613,62775.0272,44807.6426,136338.363
2000-03-31,229731.458,66324.8087,46764.4691,144047.9796
2000-04-30,215968.0407,62351.23,45528.6705,135417.9362
2000-05-31,207448.4303,59891.5689,43955.8585,130075.9048
2000-06-30,217912.4837,61511.2542,45805.2172,136637.1557
2000-07-31,213450.548,59541.6246,45420.1225,133839.3986
2000-08-31,229465.2264,64008.8887,47806.0286,143881.045
2000-09-30,218326.4985,60901.7617,46569.0203,136896.7545
2000-10-31,213691.1365,59608.7363,46179.5761,133990.2543
2000-11-30,191706.5568,59429.3522,43589.637,120205.3146
2000-12-31,199856.4441,59786.9464,44843.3092,122371.2234
2001-01-31,201958.1016,60164.7362,46205.5966,127154.6544
2001-02-28,203760.5443,60393.7742,43620.5922,114882.2657
2001-03-31,207957.4241,60660.0656,42237.5329,107043.3299
2001-04-30,204804.9713,60903.1674,43957.6453,115978.6485
2001-05-31,201788.6264,61037.2952,43918.8651,116992.8856
2001-06-30,204391.6096,61165.6018,43693.3562,114959.2524
2001-07-31,205917.009,61294.1781,43341.2114,112783.4829
2001-08-31,211127.8578,61435.3099,42236.1328,105788.6939
2001-09-30,215976.4828,61619.874,40547.1079,96324.5527
2001-10-31,219558.6688,61761.7558,41445.7285,98933.56
2001-11-30,219011.9753,61891.5852,43116.4842,106622.0774
2001-12-31,212429.2797,62015.4861,42964.424,108533.8831
2002-01-31,214151.3456,60847.4849,42779.535,107204.9052
2002-02-28,217215.8809,60379.0497,42491.0918,104940.2718
2002-03-31,211961.5575,60499.9226,43177.2639,109631.3512
2002-04-30,214031.9922,57405.2479,42045.2704,104148.6608
2002-05-31,215783.8221,57818.2663,41908.1765,102971.3224
2002-06-30,220567.8297,57934.0127,40576.241,95717.3099
2002-07-31,226336.203,58061.6015,39235.9088,88091.2485
2002-08-31,234292.4929,58189.4712,40032.5261,88730.4237
2002-09-30,242590.3018,58305.9608,38571.281,79729.3491
2002-10-31,241989.7848,58440.2121,40049.4977,86169.6961
2002-11-30,240628.0066,58557.2036,41202.6442,91499.2622
2002-12-31,241830.3498,58680.2968,40094.7809,86415.2199
2003-01-31,242250.6984,58680.2968,39398.318,84167.2478
2003-02-28,246033.1249,58680.2968,39221.7723,82594.1031
2003-03-31,248647.2348,58680.2968,39646.854,83502.1171
2003-04-30,246402.3198,58680.2968,41372.5417,90347.2013
2003-05-31,255181.7343,62087.2403,43457.4766,95793.9342
2003-06-30,261077.2907,62962.6359,44224.9874,97144.5754
2003-07-31,263964.8799,64428.2118,43964.6279,99405.8015
2003-08-31,270105.8385,65927.0892,44030.0542,101718.408
2003-09-30,266785.843,65116.7489,43979.9459,100468.1401
2003-10-31,283046.2351,69085.5647,45691.1471,106591.5961
2003-11-30,286890.348,70023.8309,46133.77,108039.2399
2003-12-31,299170.6856,73021.2,47500.7003,112663.8581
2004-01-31,305626.6652,74596.9673,48355.9146,115095.0975
2004-02-29,309887.7013,75636.9956,48937.4265,116699.7493
2004-03-31,305748.3151,74626.6595,49005.7065,115140.9094
2004-04-30,300127.8285,73254.8183,47708.664,113024.3059
2004-05-31,303697.0837,74125.9975,47563.7046,114368.4418
2004-06-30,309302.5589,75494.1748,48156.6942,116479.3922
2004-07-31,296705.8976,72419.5977,47369.9028,111735.6505
2004-08-31,297510.2123,72665.53,47854.5444,112038.5451
2004-09-30,302892.8205,72818.2803,48673.1491,114065.5666
2004-10-31,307834.2491,72752.0091,49260.3605,115926.4455
2004-11-30,322513.3176,76221.1869,50583.5679,121454.3951
2004-12-31,334312.0551,79009.6416,51713.9025,125897.6489
2005-01-31,325709.1863,76976.4825,50992.5926,122657.9184
2005-02-28,332440.6501,78567.363,51775.4828,125192.9017
2005-03-31,326643.2553,77197.2357,50763.318,123009.6769
2005-04-30,318798.069,75343.1435,50368.5994,120055.2799
2005-05-31,331159.9032,78264.6777,51928.431,124710.5888
2005-06-30,333826.4358,78894.8727,52489.1703,125714.7709
2005-07-31,347607.2708,82151.7664,53534.374,130904.4573
2005-08-31,344262.4761,81361.2744,53160.7399,129644.8504
2005-09-30,346564.6371,81905.3556,53551.8452,130511.8148
2005-10-31,340184.5706,80397.5225,52592.6737,128109.1633
2005-11-30,353182.5394,83469.3976,53748.9517,133004.0322
2005-12-31,353841.8234,83625.2095,54005.1016,133252.3102
2006-01-31,366050.6272,86510.5772,55293.9081,137849.9897
2006-02-28,366403.5539,86593.9861,55146.5763,137982.8974
2006-03-31,373471.3885,88264.3628,55616.6584,140644.5536
2006-04-30,377643.4256,89250.3613,55629.434,142215.6895
2006-05-31,365814.0667,86454.6696,54444.2848,137760.904
2006-06-30,366133.2468,86530.1031,54563.3527,137881.1032
2006-07-31,364789.1701,86212.4507,54564.1004,137374.9411
2006-08-31,373947.279,88376.8324,55837.6839,140823.7679
2006-09-30,382227.1699,90333.6605,56953.754,143941.869
2006-10-31,396168.3006,93628.4377,58292.8668,149191.9207
2006-11-30,404554.7548,95610.4504,59372.0195,152350.1523
2006-12-31,409606.0595,96804.2505,59989.6126,154252.409
2007-01-31,416940.9893,98537.7512,60346.5811,157014.6499
2007-02-28,410310.4527,96970.7233,59932.5246,154517.6745
2007-03-31,415013.2751,98082.1649,60741.7768,156288.6974
2007-04-30,431176.9361,101902.2038,62006.1515,162375.7256
2007-05-31,446946.0932,105629.0076,63372.4909,168314.1887
2007-06-30,440115.2027,104014.6291,62217.4613,165741.7626
2007-07-31,425501.1825,100560.8245,61215.9321,160238.3093
2007-08-31,431532.5058,101986.2374,62463.7106,162509.6286
2007-09-30,447167.577,105681.352,64224.6407,168397.5967
2007-10-31,456313.5462,107842.8647,65102.3864,171841.8518
2007-11-30,436343.7427,103123.3011,64208.4898,164321.479
